district,schoolName,schoolAddress,medianResult,unit,lead,status,city,county,latitude,longitude
Temecula Valley Unified,Abby Reinke Elementary,43799 Sunny Meadows Drive Temecula CA 92592-4337,NA,NA,FALSE,tested,Temecula,Riverside County,33.491678,-117.086232
Temecula Valley Unified,Chaparral High,27215 Nicolas Road Temecula CA 92591-7348,NA,NA,FALSE,tested,Temecula,Riverside County,33.5384035143941,-117.141216522034
Temecula Valley Unified,Crowne Hill Elementary,33535 Old Kent Road Temecula CA 92592-7129,NA,NA,FALSE,tested,Temecula,Riverside County,33.4977679,-117.0768514
Temecula Valley Unified,Erle Stanley Gardner Middle,45125 Via Del Coronado Temecula CA 92592-4400,NA,NA,FALSE,tested,Temecula,Riverside County,33.4701061,-117.109012
Temecula Valley Unified,Great Oak High,32555 Deer Hollow Way Temecula CA 92592-1283,NA,NA,FALSE,tested,Temecula,Riverside County,33.4502128,-117.0960975
Temecula Valley Unified,Helen Hunt Jackson Elementary,32400 Camino San Dimas Temecula CA 92592-1259,NA,NA,FALSE,tested,Temecula,Riverside County,33.458703,-117.092407
Private,Julian Charter School,29141 Vallejo Ave Temecula CA 92592,NA,NA,FALSE,tested,Temecula,Riverside County,33.4830865456842,-117.139685601018
Temecula Valley Unified,Margarita Middle,30600 Margarita Road Temecula CA 92591-1528,NA,NA,FALSE,tested,Temecula,Riverside County,33.5143122,-117.1351481
Temecula Valley Unified,Paloma Elementary,42940 Via Rami Temecula CA 92592-3648,NA,NA,FALSE,tested,Temecula,Riverside County,33.501102,-117.106676
Temecula Valley Unified,Pauba Valley Elementary,33125 Regina Drive Temecula CA 92592-1473,NA,NA,FALSE,tested,Temecula,Riverside County,33.472561,-117.08466
Temecula Valley Unified,Rancho Elementary,31530 La Serena Way Temecula CA 92591-5080,NA,NA,FALSE,tested,Temecula,Riverside County,33.5184794637424,-117.121875446374
Temecula Valley Unified,Rancho Vista High,32225 Pio Pico Road Temecula CA 92592-6200,NA,NA,FALSE,tested,Temecula,Riverside County,33.4906488361965,-117.103688266431
Temecula Valley Unified,Red Hawk Elementary,32045 Camino San Jose Temecula CA 92592-1025,NA,NA,FALSE,tested,Temecula,Riverside County,33.4693324776939,-117.099184105194
Riverside County Office of Education,River Springs Charter,43466 Business Park Drive Temecula CA 92590-5526,NA,NA,NA,not tested,Temecula,Riverside County,33.4978094084434,-117.161589671652
Private,Springs Charter Schools,43040 Margarita Road Temecula CA 92592,NA,NA,FALSE,tested,Temecula,Riverside County,33.4977920705788,-117.11542848505201
Private,Springs Charter Schools Lyndie Lane Campus,42145 Lyndie Lane Temecula CA 92591,NA,NA,FALSE,tested,Temecula,Riverside County,33.5073617361518,-117.142848952625
Temecula Valley Unified,Susan H. Nelson,32225 Pio Pico Rd Temecula CA 92592-2772,NA,NA,FALSE,tested,Temecula,Riverside County,33.4906488361965,-117.103688266431
Temecula Valley Unified,Temecula Elementary,41951 Moraga Road Temecula CA 92591-4789,NA,NA,FALSE,tested,Temecula,Riverside County,33.510020872297,-117.140871487865
Temecula Valley Unified,Temecula Middle,42075 Meadows Parkway Temecula CA 92592-3800,NA,NA,FALSE,tested,Temecula,Riverside County,33.506148,-117.096197
Temecula Valley Unified,Temecula Valley Adult,43000 Margarita Road Temecula CA 92591,NA,NA,NA,not tested,Temecula,Riverside County,33.5143122,-117.1351481
Temecula Valley Unified,Temecula Valley High,31555 Rancho Vista Road Temecula CA 92592-3516,5.9,ppb,TRUE,tested,Temecula,Riverside County,33.5049915552358,-117.110203957279
Temecula Valley Unified,Vail Elementary,29835 Mira Loma Drive Temecula CA 92592-2228,NA,NA,FALSE,tested,Temecula,Riverside County,33.5032340603047,-117.135826443017
Temecula Valley Unified,Vail Ranch Middle,33340 Camino Piedra Rojo Temecula CA 92592-1184,NA,NA,FALSE,tested,Temecula,Riverside County,33.4809398541515,-117.077421371277
Temecula Valley Unified,Ysabel Barnett Elementary,39925 Harveston Drive Temecula CA 92591-4586,NA,NA,FALSE,tested,Temecula,Riverside County,33.5394726,-117.1529887
