district,schoolName,schoolAddress,medianResult,unit,lead,status,city,county,latitude,longitude
Lost Hills Union Elementary,A. M. Thomas Middle,20979 Lobos Court Lost Hills CA 93249-0158,NA,NA,NA,not tested,NA,Kern County,35.614912139191,-119.699365827646
Delano Union Elementary,Albany Park Elementary,235 West 20th Avenue Delano CA 93215-1352,NA,NA,FALSE,tested,NA,Kern County,35.7832253061224,-119.26168477551
Lamont Elementary,Alicante Avenue Elementary,7998 Alicante Avenue Lamont CA 93241-1744,NA,NA,NA,not tested,NA,Kern County,35.261365,-118.914951040404
Delano Union Elementary,Almond Tree Middle,200 West 15th Avenue Delano CA 93215-1816,NA,NA,FALSE,tested,NA,Kern County,35.773978,-119.260873
Rosedale Union Elementary,Almondale Elementary,10510 Chippewa Street Bakersfield CA 93312-5324,NA,NA,FALSE,tested,Bakersfield,Kern County,35.406883,-119.119783
Rosedale Union Elementary,American Elementary,800 Verdugo Bakersfield CA 93312-2888,NA,NA,FALSE,tested,Bakersfield,Kern County,35.396917,-119.118907
Panama-Buena Vista Union,Amy B. Seibert Elementary,2800 Agate Street Bakersfield CA 93304-5306,6.6,ppb,TRUE,tested,Bakersfield,Kern County,35.3281642964824,-119.035029
Kern High,Arvin High,900 Varsity Road Arvin CA 93203-2421,NA,NA,FALSE,tested,NA,Kern County,35.2164284545455,-118.834388438017
Southern Kern Unified,Ascend Academy,2601 Rosamond Blvd. Rosamond CA 93560,NA,NA,FALSE,tested,NA,Kern County,34.8642158,-118.1713678
Kern County Superintendent of Schools,Auburn Community School,3700 Auburn St Bakersfield CA 93306,6,ppb,TRUE,tested,Bakersfield,Kern County,35.3978066122485,-118.950883373797
Kern County Superintendent of Schools,Aurora Center,7900 Niles Bakersfield CA 93306,NA,NA,NA,not tested,Bakersfield,Kern County,35.376252,-118.922946
Kern County Office of Education,Bakersfield College Delano Campus,1450 Timmons Ave Delano CA 93215,NA,NA,NA,not tested,NA,Kern County,35.768611,-119.271834
Kern High,Bakersfield High,1241 G Street Bakersfield CA 93301-5173,8.4,ppb,TRUE,tested,Bakersfield,Kern County,35.369604,-119.022495
Arvin Union,Bear Mountain Elementary,1501 Hood Street Arvin CA 93203-1413,NA,NA,NA,not tested,NA,Kern County,35.2035,-118.840172
Beardsley Elementary,Beardsley Elementary,1001 Roberts Lane Bakersfield CA 93308-4503,6,ppb,TRUE,tested,NA,Kern County,35.408475295773,-119.041193043162
Beardsley Elementary,Beardsley Junior High,1001 Roberts Ln Bakersfield CA 93308-4503,12,ppb,TRUE,tested,NA,Kern County,35.408475295773,-119.041193043162
Panama-Buena Vista Union,Berkshire Elementary,3900 Berkshire Road Bakersfield CA 93313-5509,NA,NA,FALSE,tested,Bakersfield,Kern County,35.2887345084746,-119.040209355932
Bakersfield City,Bessie E. Owens Intermediate,815 Eureka Street Bakersfield CA 93305-5911,NA,NA,FALSE,tested,Bakersfield,Kern County,35.3721581428571,-118.992543714286
Bakersfield City,Bessie E. Owens Primary,815 Potomac Avenue Bakersfield CA 93307-1450,NA,NA,FALSE,tested,Bakersfield,Kern County,35.3649075,-118.9785912
Panama-Buena Vista Union,Bill L. Williams Elementary,5601 Harris Road Bakersfield CA 93313-6042,NA,NA,FALSE,tested,Bakersfield,Kern County,35.3031791480064,-119.063113808117
Muroc Joint Unified,Boron Junior-Senior High,26831 Prospect Street Boron CA 93516-1539,5.2,ppb,TRUE,tested,,Kern County,35.004091959596,-117.653858909091
McFarland Unified,Browning Road Elementary,410 East Perkins McFarland CA 93250-1230,NA,NA,NA,not tested,NA,Kern County,35.6817870816326,-119.222147489796
Panama-Buena Vista Union,Buena Vista Elementary,6547 Buena Vista Road Bakersfield CA 93311-9792,NA,NA,FALSE,tested,Bakersfield,Kern County,35.2598737,-119.1282543
Taft Union High,Buena Vista High (Continuation),900 North 10th Street Taft CA 93268-2202,NA,NA,NA,not tested,Taft,Kern County,35.146018516129,-119.465042209677
Bakersfield City,Caroline Harris Elementary,4110 Garnsey Lane Bakersfield CA 93309-1740,NA,NA,FALSE,tested,Bakersfield,Kern County,35.3635453333333,-119.048229666667
Bakersfield City,Casa Loma Elementary,525 East Casa Loma Drive Bakersfield CA 93307-3732,NA,NA,FALSE,tested,Bakersfield,Kern County,35.3395444112903,-118.995601850806
Delano Union Elementary,Cecil Avenue Math and Science Academy,1430 Cecil Avenue Delano CA 93215-1444,NA,NA,FALSE,tested,NA,Kern County,35.7757786565657,-119.241580161616
Kern High,Centennial High School,8601 Hageman Rd Bakersfield CA 93312,NA,NA,FALSE,tested,Bakersfield,Kern County,35.39823,-119.102332
Bakersfield City,Cesar E. Chavez Elementary,4201 Mesa Marin Drive Bakersfield CA 93306-5024,NA,NA,FALSE,tested,Bakersfield,Kern County,35.39265,-118.881778
Delano Joint Union High,Cesar E. Chavez High,800 Browning Road Delano CA 93215-9494,NA,NA,NA,not tested,NA,Kern County,35.767082,-119.220814123416
Panama-Buena Vista Union,Charles H. Castle Elementary,6001 Edgemont Drive Bakersfield CA 93309-8300,NA,NA,FALSE,tested,Bakersfield,Kern County,35.329539,-119.068019
Bakersfield City,Chipman Junior High,2905 Eissler Street Bakersfield CA 93306-1898,NA,NA,FALSE,tested,Bakersfield,Kern County,35.4020713892617,-118.938625
Panama-Buena Vista Union,Christa McAuliffe Elementary,8900 Westwold Drive Bakersfield CA 93311-2153,NA,NA,FALSE,tested,Bakersfield,Kern County,35.330216,-119.099544
Bakersfield City,College Heights Elementary,2551 Sunny Lane Bakersfield CA 93305-2842,NA,NA,FALSE,tested,Bakersfield,Kern County,35.394869,-118.971807
Bakersfield City,Colonel Howard Nichols Elementary,3401 Renegade Avenue Bakersfield CA 93306-2054,NA,NA,FALSE,tested,Bakersfield,Kern County,35.4027320939597,-118.955589416107
Fruitvale Elementary,Columbia Elementary,703 Mondavi Way Bakersfield CA 93312-4356,NA,NA,FALSE,tested,Bakersfield,Kern County,35.36687834,-119.103977006667
Kern County Superintendent of Schools,Community Learning Center,222 34th St Bakersfield CA 93301,NA,NA,FALSE,tested,Bakersfield,Kern County,35.3904031055276,-119.008365386935
Bakersfield City,Compton Junior High,3211 Pico Avenue Bakersfield CA 93306-3598,NA,NA,FALSE,tested,Bakersfield,Kern County,35.390234035932,-118.956069973811
Taft City,Conley Elementary,623 Rose Avenue Taft CA 93268-4127,NA,NA,FALSE,tested,Taft,Kern County,35.1299258571429,-119.458696122449
Bakersfield City,Curran Middle,1116 Lymric Way Bakersfield CA 93309-4157,NA,NA,FALSE,tested,Bakersfield,Kern County,35.3449704646465,-119.04625
Rosedale Union Elementary,Del Rio Elementary,600 Hidalgo Drive Bakersfield CA 93314-3759,NA,NA,FALSE,tested,Bakersfield,Kern County,35.3497002321018,-119.162418138776
Delano Union Elementary,Del Vista Math and Science Academy,710 Quincy Street Delano CA 93215-3044,NA,NA,FALSE,tested,NA,Kern County,35.7662559736842,-119.234320473684
Delano Joint Union High,Delano Adult,1811 Princeton Street Delano CA 93215,NA,NA,NA,not tested,NA,Kern County,35.761418,-119.236415
Delano Joint Union High,Delano High,1331 Cecil Avenue Delano CA 93215-1410,NA,NA,NA,not tested,NA,Kern County,35.7788311,-119.238688213745
Fruitvale Elementary,Discovery Elementary,7500 Vaquero Avenue Bakersfield CA 93308-6431,NA,NA,FALSE,tested,Bakersfield,Kern County,35.3992606442953,-119.086683838926
Lakeside Union,Donald E. Suburu,7315 Harris Road Bakersfield CA 93313-9326,NA,NA,FALSE,tested,Bakersfield,Kern County,35.3049078493795,-119.082295504023
Mojave Unified,Douglas (East Kern Community School),3200 Pat Avenue Mojave CA 93501-1344,NA,NA,FALSE,tested,NA,Kern County,35.049989,-118.189802
Panama-Buena Vista Union,Douglas J. Miller Elementary,7345 Mountain Ridge Drive Bakersfield CA 93313-5322,NA,NA,FALSE,tested,Bakersfield,Kern County,35.2776994,-119.0655005
Bakersfield City,Downtown Elementary,2021 M Street Bakersfield CA 93301-4636,NA,NA,FALSE,tested,Bakersfield,Kern County,35.3772983333333,-119.015344
Bakersfield City,Dr. Douglas K. Fletcher Elementary,9801 Highland Knolls Drive Bakersfield CA 93306-2836,NA,NA,FALSE,tested,Bakersfield,Kern County,35.3927956,-118.8933778
