district,schoolName,schoolAddress,medianResult,unit,lead,status,city,county,latitude,longitude
Stanislaus Union Elementary,Agnes M. Baptist Elementary,1825 Cheyenne Way Modesto CA 95356-0987,NA,NA,NA,not tested,Modesto,Stanislaus County,37.69342475,-121.025338202466
Modesto City Elementary,Alberta Martone Elementary,1413 Poust Road Modesto CA 95358-1093,NA,NA,FALSE,tested,Modesto,Stanislaus County,37.6565459356975,-121.044886527716
Patterson Joint Unified,Apricot Valley Elementary,1320 Henley Parkway Patterson CA 95363-8800,NA,NA,NA,not tested,NA,Stanislaus County,37.4689182531588,-121.154974662455
Ceres Unified,Argus High (Continuation),2555 Lawrence Street Ceres CA 95307-0307,NA,NA,FALSE,tested,Ceres,Stanislaus County,37.5905413,-120.9483146
Sylvan Union Elementary,Aspire University Charter,3313 Coffee Road Modesto CA 95355-1534,NA,NA,FALSE,tested,Modesto,Stanislaus County,37.6863855263158,-120.976129947368
Empire Union Elementary,Bernard L. Hughes Elementary,512 North McClure Road Modesto CA 95357-1542,NA,NA,FALSE,tested,Modesto,Stanislaus County,37.6470707419355,-120.929992548387
Ceres Unified,Blaker-Kinser Junior High,1601 Kinser Road Ceres CA 95307-0307,NA,NA,FALSE,tested,Ceres,Stanislaus County,37.591274,-120.968615
Newman-Crows Landing Unified,Bonita Elementary,425 Fink Road Crows Landing CA 95313-9771,NA,NA,NA,not tested,NA,Stanislaus County,37.3914276488294,-121.076685648829
Modesto City Elementary,Bret Harte Elementary,909 Bret Harte Place Modesto CA 95358-5099,NA,NA,FALSE,tested,Modesto,Stanislaus County,37.6023938181818,-121.005084545455
Modesto City Elementary,Burbank Elementary,1135 Paradise Road Modesto CA 95351-2999,NA,NA,FALSE,tested,Modesto,Stanislaus County,37.609002,-121.094093
Empire Union Elementary,Capistrano Elementary,400 Capistrano Drive Modesto CA 95354-3243,NA,NA,FALSE,tested,Modesto,Stanislaus County,37.643516,-120.942392
Riverbank Unified,Cardozo Middle,3525 Santa Fe Street Riverbank CA 95367-2300,NA,NA,FALSE,tested,NA,Stanislaus County,37.7360126,-120.9467416
Ceres Unified,Carroll Fowler Elementary,2611 Garrison Street Ceres CA 95307-2736,NA,NA,FALSE,tested,Ceres,Stanislaus County,37.5987818,-120.9461486
Ceres Unified,Caswell Elementary,1800 North Central Avenue Ceres CA 95307-1807,NA,NA,FALSE,tested,Ceres,Stanislaus County,37.602541,-120.956885
Modesto City Elementary,Catherine Everett Elementary,1530 Mount Vernon Drive Modesto CA 95350-2798,NA,NA,FALSE,tested,Modesto,Stanislaus County,37.6769886734694,-121.016727469388
Ceres Unified,Central Valley High,4033 Central Avenue Ceres CA 95307-7507,NA,NA,FALSE,tested,Ceres,Stanislaus County,37.579742382917,-120.957015046061
Ceres Unified,Ceres High,2320 Central Avenue Ceres CA 95307-2502,NA,NA,FALSE,tested,Ceres,Stanislaus County,37.5963941919192,-120.956808383838
Ceres Unified,Cesar Chavez Junior High,2701 Eastgate Boulevard Ceres CA 95307-5054,7,ppb,TRUE,tested,Ceres,Stanislaus County,37.5944288,-120.9267669
Empire Union Elementary,Christine Sipherd Elementary,3420 East Orangeburg Avenue Modesto CA 95355-3550,NA,NA,FALSE,tested,Modesto,Stanislaus County,37.663487244898,-120.932100530612
Sylvan Union Elementary,Coleman F. Brown Elementary,2024 Vera Cruz Drive Modesto CA 95355-2404,NA,NA,FALSE,tested,Modesto,Stanislaus County,37.6727388752345,-120.972243238628
Waterford Unified,Connecting Waters Charter,12420 Bentley Street Waterford CA 95386-9150,NA,NA,FALSE,tested,Waterford,Stanislaus County,37.6392838793873,-120.763520752415
Patterson Joint Unified,Creekside Middle,535 Peregrine Patterson CA 95363-2232,NA,NA,NA,not tested,NA,Stanislaus County,37.473785946637,-121.146950847203
Sylvan Union Elementary,Crossroads Elementary,5800 Saxon Way Riverbank CA 95367-9559,NA,NA,FALSE,tested,NA,Stanislaus County,37.723242,-120.947949
Turlock Unified,Crowell Elementary,118 North Avenue Turlock CA 95382-2410,NA,NA,FALSE,tested,Turlock,Stanislaus County,37.5099790408163,-120.847363816327
Turlock Unified,Cunningham Elementary,324 West Linwood Avenue Turlock CA 95380-6220,NA,NA,FALSE,tested,Turlock,Stanislaus County,37.4780957890701,-120.855047506613
Sylvan Union Elementary,Daniel J. Savage Middle,1900 Maid Mariane Lane Modesto CA 95355-8744,NA,NA,FALSE,tested,Modesto,Stanislaus County,37.670832,-120.93033
Patterson Joint Unified,Del Puerto High,640 M Street Patterson CA 95363-2215,NA,NA,NA,not tested,NA,Stanislaus County,37.4762560204082,-121.139608734694
Salida Union Elementary,Dena Boer,4801 Gold Valley Road Salida CA 95368-9742,NA,NA,FALSE,tested,NA,Stanislaus County,37.698808,-121.083246
Denair Unified,Denair Charter Academy,3460 Lester Road Denair CA 95316-9502,NA,NA,FALSE,tested,,Stanislaus County,37.5272988,-120.8021511
Denair Unified,Denair Elementary Charter Academy,3773 Madera Ave. Denair CA 95316-9428,5.47,ppb,TRUE,tested,,Stanislaus County,37.5263401428571,-120.799775693878
Denair Unified,Denair High,3431 Lester Road Denair CA 95316-9502,NA,NA,FALSE,tested,,Stanislaus County,37.5258727460317,-120.803226396825
Denair Unified,Denair Middle,3701 Lester Road Denair CA 95316,5.35,ppb,TRUE,tested,,Stanislaus County,37.5233943174603,-120.803290253968
Turlock Unified,Dennis G. Earl Elementary,4091 North Olive Avenue Turlock CA 95382-7261,NA,NA,FALSE,tested,Turlock,Stanislaus County,37.5306867,-120.84112669357
Hughson Unified,Dickens (Billy Joe) High (Continuation),6937 Fox Road Hughson CA 95326-0099,NA,NA,NA,not tested,NA,Stanislaus County,37.6021206326531,-120.866129632653
Ceres Unified,Don Pedro Elementary,2300 Don Pedro Road Ceres CA 95307-4134,NA,NA,FALSE,tested,Ceres,Stanislaus County,37.582869,-120.953424
Oakdale Joint Unified,East Stanislaus High,250 Hinkley Avenue Oakdale CA 95361-3609,NA,NA,FALSE,tested,Oakdale,Stanislaus County,37.7606538571429,-120.856927265306
Modesto City Elementary,El Vista Elementary,450 El Vista Avenue Modesto CA 95354-1899,5.85,ppb,TRUE,tested,Modesto,Stanislaus County,37.6443935102041,-120.957147244898
Modesto City Elementary,Elihu Beard Elementary,915 Bowen Avenue Modesto CA 95350-3096,NA,NA,FALSE,tested,Modesto,Stanislaus County,37.6748154117647,-121.004814117647
Sylvan Union Elementary,Elizabeth Ustach Middle,2701 Kodiak Drive Modesto CA 95355-9256,NA,NA,FALSE,tested,Modesto,Stanislaus County,37.683371,-120.954843
Hughson Unified,Emilie J. Ross Middle,7448 Fox Road Hughson CA 95326-0189,NA,NA,NA,not tested,NA,Stanislaus County,37.6018676656822,-120.853549379776
Modesto City Elementary,Enslen Elementary,515 Coldwell Avenue Modesto CA 95354-0107,NA,NA,FALSE,tested,Modesto,Stanislaus County,37.6529655714286,-120.999850571429
Modesto City Elementary,Ethel Pearson Elementary,500 Locust Street Modesto CA 95351,NA,NA,FALSE,tested,Modesto,Stanislaus County,37.639773,-121.013609
Modesto City Elementary,Evelyn Hanshaw Middle,1725 Las Vegas Street Modesto CA 95358-5500,NA,NA,NA,not tested,Modesto,Stanislaus County,37.605744,-121.002819
Oakdale Joint Unified,Fair Oaks Elementary,151 North Lee Avenue Oakdale CA 95361-3314,NA,NA,FALSE,tested,Oakdale,Stanislaus County,37.7640617635466,-120.865788871715
Modesto City Elementary,Fairview Elementary,1937 West Whitmore Avenue Modesto CA 95358-9463,NA,NA,NA,not tested,NA,Stanislaus County,37.595117,-121.023089165714
Hughson Unified,Fox Road Elementary,7600 Fox Road Hughson CA 95326-9627,NA,NA,NA,not tested,NA,Stanislaus County,37.6018657730282,-120.852821784692
Modesto City Elementary,Franklin Elementary,120 South Emerald Avenue Modesto CA 95351-1197,NA,NA,FALSE,tested,Modesto,Stanislaus County,37.6383484772446,-121.020927521228
Modesto City High,Fred C. Beyer High,1717 Sylvan Avenue Modesto CA 95355-1399,NA,NA,FALSE,tested,Modesto,Stanislaus County,37.6890423732191,-120.968150595287
Sylvan Union Elementary,Freedom Elementary,2101 Fine Avenue Modesto CA 95355-9771,NA,NA,FALSE,tested,Modesto,Stanislaus County,37.6735397236181,-120.926000778894
Turlock Unified,Fusion Charter,2217 Geer Road Turlock CA 95382-2407,NA,NA,NA,not tested,Turlock,Stanislaus County,37.5135164054054,-120.848777165541
Stanislaus Union Elementary,George Eisenhut Elementary,1809 Sheldon Drive Modesto CA 95350-0420,NA,NA,NA,not tested,Modesto,Stanislaus County,37.6855313333333,-121.025145
Modesto City High,Grace M. Davis High,1200 West Rumble Road Modesto CA 95350-2198,NA,NA,FALSE,tested,Modesto,Stanislaus County,37.681972,-121.010233
Patterson Joint Unified,Grayson Charter,301 Howard Road Westley CA 95387-0007,NA,NA,NA,not tested,NA,Stanislaus County,37.5451307,-121.19880946413
Stanislaus County Office of Education,Great Valley Academy,3200 Tully Road Modesto CA 95350-0811,5.2,ppb,TRUE,tested,Modesto,Stanislaus County,37.684189,-121.012328
Salida Union Elementary,Great Valley Academy - Salida,5901 Sisk Road Modesto CA 95356-8870,NA,NA,FALSE,tested,Modesto,Stanislaus County,37.6871469,-121.0571432
Ceres Unified,Hanline Elementary,4231 Central Avenue Ceres CA 95307,NA,NA,FALSE,tested,Ceres,Stanislaus County,37.5769851272163,-120.957052456063
Modesto City Elementary,Harriette Kirschen Elementary,1900 Kirschen Drive Modesto CA 95351-2916,NA,NA,NA,not tested,Modesto,Stanislaus County,37.615456,-121.022172
Hughson Unified,Hughson Elementary,7201 East Whitmore Avenue Hughson CA 95326-0189,NA,NA,NA,not tested,NA,Stanislaus County,37.594844,-120.862994
Hughson Unified,Hughson High,7419 East Whitmore Avenue Hughson CA 95326-0099,NA,NA,FALSE,tested,,Stanislaus County,37.5948250910836,-120.860327360328
Newman-Crows Landing Unified,Hunt Elementary,907 R Street Newman CA 95360-1124,6.49,ppb,TRUE,tested,NA,Stanislaus County,37.3195973,-121.029849370919
Newman-Crows Landing Unified,Hurd Barrington Elementary,838 Eucalyptus Avenue Newman CA 95360-9503,NA,NA,FALSE,tested,NA,Stanislaus County,37.32307225,-121.014481934676
Modesto City High,James C. Enochs High,3201 Sylvan Avenue Modesto CA 95355-7893,10,ppb,TRUE,tested,Modesto,Stanislaus County,37.689071,-120.935069
Modesto City Elementary,James Marshall Elementary,515 Sutter Avenue Modesto CA 95351-3798,NA,NA,FALSE,tested,Modesto,Stanislaus County,37.6238898571429,-121.011634142857
Stanislaus County Office of Education,John B. Allard,350 North Kilroy Road Turlock CA 95380-9516,NA,NA,FALSE,tested,Turlock,Stanislaus County,37.496501,-120.876183
Modesto City Elementary,John Fremont Elementary,1220 West Orangeburg Avenue Modesto CA 95350-4074,NA,NA,FALSE,tested,Modesto,Stanislaus County,37.6639167272727,-121.010847727273
Stanislaus Union Elementary,Josephine Chrysler Elementary,2818 Conant Avenue Modesto CA 95350-1752,NA,NA,NA,not tested,Modesto,Stanislaus County,37.6810651818182,-121.040388909091
Turlock Unified,Julien Elementary,1924 East Canal Drive Turlock CA 95380-4222,7.48,ppb,TRUE,tested,Turlock,Stanislaus County,37.5000412525253,-120.826862484848
Keyes Union,Keyes Elementary,4400 Maud Avenue Keyes CA 95328,5.6,ppb,TRUE,tested,NA,Stanislaus County,37.553416,-120.909543
Knights Ferry Elementary,Knights Ferry Elementary,12726 Dent Street Knights Ferry CA 95361-2040,NA,NA,FALSE,tested,NA,Stanislaus County,37.8201399183673,-120.672926326531
Modesto City Elementary,La Loma Junior High,1800 Encina Avenue Modesto CA 95354-1598,NA,NA,NA,not tested,Modesto,Stanislaus County,37.645162,-120.966245
Ceres Unified,La Rosa Elementary,2800 Eastgate Boulevard Ceres CA 95307-5053,NA,NA,FALSE,tested,Ceres,Stanislaus County,37.5944288,-120.9267669
Modesto City Elementary,Lakewood Elementary,2920 Middleboro Place Modesto CA 95355-4699,9.8,ppb,TRUE,tested,Modesto,Stanislaus County,37.658242,-120.943493
Patterson Joint Unified,Las Palmas Elementary,624 West Las Palmas Avenue Patterson CA 95363-2697,NA,NA,NA,not tested,NA,Stanislaus County,37.4696331632653,-121.134064530612
Ceres Unified,Lucas Elementary,3500 Rose Avenue Ceres CA 95307-3865,NA,NA,FALSE,tested,Ceres,Stanislaus County,37.597625,-120.943283
Waterford Unified,Lucille Whitehead Intermediate,119 North Reinway Avenue Waterford CA 95386-9211,NA,NA,FALSE,tested,Waterford,Stanislaus County,37.641958,-120.773979
Oakdale Joint Unified,Magnolia Elementary,739 Magnolia Street Oakdale CA 95361-9625,NA,NA,FALSE,tested,Oakdale,Stanislaus County,37.7671983892618,-120.855988194631
Turlock Unified,Marvin A. Dutcher Middle,1441 Colorado Avenue Turlock CA 95380-2709,5.92,ppb,TRUE,tested,Turlock,Stanislaus County,37.5060972011503,-120.835376899075
Sylvan Union Elementary,Mary Ann Sanders Elementary,3101 Fine Avenue Modesto CA 95355-9702,NA,NA,FALSE,tested,Modesto,Stanislaus County,37.6781096,-120.9259839
Stanislaus Union Elementary,Mary Lou Dieterich Elementary,2412 Warm Springs Drive Modesto CA 95350-9399,NA,NA,NA,not tested,Modesto,Stanislaus County,37.698821530303,-121.038758484848
Salida Union Elementary,Mildred Perkins Elementary,3920 Blue Bird Dr. Modesto CA 95356-0254,NA,NA,FALSE,tested,Modesto,Stanislaus County,37.696395,-121.058545
Modesto City High,Modesto High,18 H Street Modesto CA 95351-3203,NA,NA,NA,not tested,Modesto,Stanislaus County,37.631473,-121.007126333333
Patterson Joint Unified,Northmead Elementary,625 L Street Patterson CA 95363-2230,NA,NA,NA,not tested,NA,Stanislaus County,37.4755034081633,-121.138322979592
Oakdale Joint Unified,Oakdale Charter,1235 East D Street Oakdale CA 95361-3223,7.7,ppb,TRUE,tested,Oakdale,Stanislaus County,37.7728705157102,-120.839108300171
Oakdale Joint Unified,Oakdale High,739 West G Street Oakdale CA 95361-3739,NA,NA,FALSE,tested,Oakdale,Stanislaus County,37.761504,-120.856099
Sylvan Union Elementary,Orchard Elementary,1800 Wisdom Way Modesto CA 95355-8836,NA,NA,FALSE,tested,Modesto,Stanislaus County,37.6698136,-120.953971979601
Newman-Crows Landing Unified,Orestimba High,707 Hardin Road Newman CA 95360-1144,NA,NA,FALSE,tested,NA,Stanislaus County,37.3217707777778,-121.030888
Turlock Unified,Osborn Two-Way Immersion Academy,201 North Soderquist Road Turlock CA 95380-3723,NA,NA,FALSE,tested,Turlock,Stanislaus County,37.4940283892617,-120.862359993289
Ceres Unified,Patricia Kay Beaver Elementary,4927 Central Avenue Ceres CA 95307,NA,NA,FALSE,tested,Ceres,Stanislaus County,37.5667974578313,-120.957168012048
Modesto City High,Peter Johansen High,641 Norseman Drive Modesto CA 95357-0405,NA,NA,FALSE,tested,Modesto,Stanislaus County,37.6479302040816,-120.91717777551
Stanislaus County Office of Education,Petersen Alternative Center for Education,2209 Blue Gum Avenue Modesto CA 95358-1052,NA,NA,FALSE,tested,Modesto,Stanislaus County,37.660523,-121.040449
Stanislaus Union Elementary,Prescott Junior High,2243 West Rumble Road Modesto CA 95350-0219,NA,NA,NA,not tested,Modesto,Stanislaus County,37.6824154215481,-121.036117999794
Private,Reyn Franca,4041 Main Street Denair CA 95316,NA,NA,FALSE,tested,,Stanislaus County,37.5228705463225,-120.801925298129
Waterford Unified,Richard M. Moon Primary,319 North Reinway Avenue Waterford CA 95386-9187,NA,NA,FALSE,tested,Waterford,Stanislaus County,37.6427643093872,-120.773989512391
Riverbank Unified,Riverbank High,6200 Claus Road Riverbank CA 95367-3013,NA,NA,FALSE,tested,NA,Stanislaus County,37.729147,-120.921973
Riverbank Unified,Riverbank Language Academy,2400 Stanislaus Street Riverbank CA 95367-2233,NA,NA,FALSE,tested,NA,Stanislaus County,37.734932,-120.954013
Modesto City High,Robert Elliott Alternative Education Center,1440 Sunrise Avenue Modesto CA 95350-4643,NA,NA,FALSE,tested,Modesto,Stanislaus County,37.6643622857143,-120.984703489796
Modesto City Elementary,Robertson Road Elementary,1821 Robertson Road Modesto CA 95351-3499,NA,NA,FALSE,tested,Modesto,Stanislaus County,37.6133817755102,-121.019145632653
Modesto City Elementary,Roosevelt Junior High,1330 College Avenue Modesto CA 95350-5099,6.6,ppb,TRUE,tested,Modesto,Stanislaus County,37.6630456666667,-121.007493666667
Modesto City Elementary,Rose Avenue Elementary,1120 Rose Avenue Modesto CA 95355-3799,12,ppb,TRUE,tested,Modesto,Stanislaus County,37.6586899333333,-120.966641333333
Private,Sacred Heart Catholic,505 M Street Patterson CA 95363,6.5,ppb,TRUE,tested,NA,Stanislaus County,37.4772814489796,-121.137750857143
