district,schoolName,schoolAddress,medianResult,unit,lead,status,city,county,latitude,longitude
Cypress Elementary,A. E. Arnold Elementary,9281 Denni Street Cypress CA 90630-2724,6.55,ppb,TRUE,tested,Cypress,Orange County,33.8247045904059,-118.054602249146
Tustin Unified,A. G. Currie Middle,1402 Sycamore Ave. Tustin CA 92780-6233,NA,NA,FALSE,tested,Orange,Orange County,33.727177,-117.826807
Garden Grove Unified,A. J. Cook Elementary,9802 Woodbury Avenue Garden Grove CA 92844-2819,NA,NA,FALSE,tested,Garden Grove,Orange County,33.7635388372228,-117.958166468337
Santa Ana Unified,Abraham Lincoln Elementary,425 South Sullivan Santa Ana CA 92704-1631,NA,NA,FALSE,tested,Santa Ana,Orange County,33.7413512785909,-117.902470422399
Fullerton Elementary,Acacia Elementary,1200 North Acacia Avenue Fullerton CA 92831-2102,NA,NA,FALSE,tested,Fullerton,Orange County,33.881564,-117.898333
Westminster,Ada Clegg Elementary,6311 Larchwood Dr Huntington Beach CA 92647-2320,NA,NA,NA,not tested,Huntington Beach,Orange County,33.7470367020965,-118.020418395904
Santa Ana Unified,Adams Elementary,2130 South Raitt Street Santa Ana CA 92704-5001,NA,NA,FALSE,tested,Santa Ana,Orange County,33.719,-117.896176
Garden Grove Unified,Adult Education,11262 Garden Grove Boulevard Garden Grove CA 92843,NA,NA,NA,not tested,Garden Grove,Orange County,33.7741234368683,-117.93703969362
Huntington Beach City Elementary,Agnes L. Smith Elementary,770 17th Street Huntington Beach CA 92648-3426,NA,NA,FALSE,tested,Huntington Beach,Orange County,33.6701839462454,-118.006777112045
Garden Grove Unified,Alamitos Intermediate,12381 Dale Street Garden Grove CA 92841-3219,NA,NA,FALSE,tested,Stanton,Orange County,33.7827457238682,-117.984160142385
Irvine Unified,Alderwood Elementary,2005 Knollcrest Irvine CA 92603-1600,5.08,ppb,TRUE,tested,Irvine,Orange County,33.64873915,-117.77592497024
Capistrano Unified,Aliso Niguel High,28000 Wolverine Way Aliso Viejo CA 92656-3385,NA,NA,FALSE,tested,Aliso Viejo,Orange County,33.5632975,-117.719641059703
Capistrano Unified,Aliso Viejo Middle,111 Park Avenue Aliso Viejo CA 92656-2847,NA,NA,FALSE,tested,Aliso Viejo,Orange County,33.5795978623721,-117.713799098523
